trip_id,rider_id,zone_id,trip_datetime,distance_km,trip_duration_min,fare_amount,cancelled,payment_mode,hour,day_of_week,month,avg_traffic_index,population_density,traffic_level,zone_Airport District,zone_Central Market,zone_Downtown Core,zone_East End,zone_Greenwood Hills,zone_Harbor Bay,zone_Hillcrest,zone_Industrial Zone,zone_Lakeview,zone_North Ridge,zone_Old Town,zone_Riverside,zone_Sunset Plaza,zone_Tech Park,zone_University Belt,zone_West Gate,traffic_level_encoded,fare_amount_log,distance_km_log,trip_duration_min_sqrt,fare_amount_standard,distance_km_standard,trip_duration_min_standard,fare_amount_minmax,distance_km_minmax,trip_duration_min_minmax,is_peak_hour,fare_per_km,surge_flag,name,age,gender,signup_date,rider_rating,home_zone_id,gender_encoded,pay_Card,pay_Cash,pay_UPI,pay_Wallet,ride_count,ride_frequency_bin,avg_ride_distance,avg_ride_fare,ride_cancellation_rate,days_since_signup
34,128,3,2024-05-07 14:33:00,5.31,15.1,56.52,0,UPI,14,Tuesday,5,2.4,5165,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,4.052132713412791,1.8421356765531218,3.8858718455450894,-0.42045778117480404,-0.05349139940120348,-0.12531622916461513,0.08112951159977547,0.1580752148189804,0.289825282631038,0,10.644067796610171,0,Riya Reddy,47.0,Female,2022-06-02,3.68,3.0,0.0,False,True,False,False,10.0,High,7.381,103.032,0.1,1545.0
35,225,14,2024-03-01 13:29:00,4.73,23.2,71.74,0,UPI,13,Friday,3,2.8,13584,Low,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,4.286891439558843,1.7457155307266483,4.8166378315169185,-0.20701891682644594,-0.16157781667429835,0.4605049680566207,0.1149852853706464,0.13881394914776013,0.4563206577595067,0,15.167019027484141,0,,,,,,,,,,,,,,,,,
36,52,16,2024-07-29 11:07:00,5.88,24.9,88.58,0,Card,11,Monday,7,6.47,5507,Medium,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,4.495132080779154,1.9286186519452522,4.9899899799498595,0.02913814464703326,0.052731458953389945,0.583455095868485,0.15244463033132097,0.17700438970276589,0.4912641315519014,0,15.064625850340136,0,Krishna Verma,16.0,Male,2023-10-12,4.33,2.0,1.0,False,False,False,True,14.0,High,2.7560000000000002,51.33957142857143,0.2857142857142857,1048.0
37,410,2,2024-04-17 08:57:00,5.77,14.34,68.8,1,Wallet,8,Wednesday,4,7.59,15568,High,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,4.2456340097683265,1.9125010869241836,3.7868192457522976,-0.24824823753499867,0.03223231084987187,-0.180282168656978,0.10844547098915097,0.17335139104098268,0.27420349434737923,1,11.923743500866552,0,Ananya Davis,34.0,Other,2023-09-01,5.0,11.0,2.0,False,False,False,True,9.0,High,6.197555555555556,84.14133333333332,0.2222222222222222,1089.0
38,88,13,2024-02-28 14:00:00,0.75,1.0,36.83,1,Card,14,Wednesday,2,5.1,19951,Medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.6331024386449378,0.5596157879354227,1.0,-0.6965820412943293,-0.9032742662379504,-1.1450790539571367,0.03733055065703899,0.006641815748696656,0.0,0,49.10666666666666,1,Sai Singh,42.0,Female,2023-05-13,4.83,11.0,0.0,False,False,True,False,6.0,Medium,6.926666666666667,110.55,0.3333333333333333,1200.0
39,174,16,2024-01-12 06:49:00,3.11,10.5,61.26,0,UPI,6,Friday,1,6.47,5507,Medium,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,4.131319165013462,1.4134230285081433,3.24037034920393,-0.353986019216117,-0.4634743614715638,-0.4580048103026009,0.09167329396994156,0.08501524158331719,0.19527235354573488,0,19.69774919614148,0,Emma Singh,53.0,Other,2023-01-26,3.92,8.0,2.0,True,False,False,False,3.0,Low,4.526666666666666,66.36333333333333,0.0,1307.0
40,81,2,2024-02-06 20:48:00,7.21,21.7,109.524,0,Wallet,20,Tuesday,2,7.59,15568,High,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,4.705232691944618,2.105352923464337,4.658325879540846,0.32284797217081873,0.30058479511410785,0.35201956116379923,0.19903302230616468,0.2211724644315986,0.4254881808838644,1,15.190568654646325,0,Aadhya Singh,23.0,Male,2024-05-10,3.54,8.0,1.0,False,False,True,False,5.0,Medium,7.392,103.7628,0.2,837.0
42,79,2,2024-05-11 08:58:00,7.68,11.8,76.526,0,UPI,8,Saturday,5,7.59,15568,High,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,4.350613363968138,2.1610215286722587,3.4351128074635335,-0.13990207025803314,0.3881720642836848,-0.36398412432882227,0.12563139136718968,0.23678073144103579,0.22199383350462493,1,9.964322916666667,0,Isabella Iyer,29.0,Female,2022-05-17,4.307041666666667,15.0,0.0,False,False,False,True,11.0,High,6.986363636363635,95.94145454545455,0.0,1561.0
43,103,4,2024-01-10 08:52:00,3.36,8.0,71.43,0,UPI,8,Wednesday,1,1.52,21855,Low,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,4.282620578207235,1.4724720573609429,2.8284271247461903,-0.21136622615285777,-0.41688538850902285,-0.6388138217906366,0.11429571310593092,0.09331751126918801,0.14388489208633096,1,21.258928571428573,0,Myra Nair,32.0,Other,2023-06-19,3.97,15.0,2.0,False,True,False,False,7.0,High,3.707142857142857,65.23,0.0,1163.0
44,433,4,2024-04-22 06:25:00,0.55,2.5,33.88,0,Wallet,6,Monday,4,1.52,21855,Low,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,3.551913599040779,0.4382549309311553,1.5811388300841898,-0.737951597787605,-0.9405454446079832,-1.0365936470643153,0.030768492008939836,0.0,0.030832476875642348,0,61.6,1,Pari Brown,42.0,Other,2022-04-27,4.88,15.0,2.0,False,False,False,True,2.0,Low,1.5150000000000001,39.71,0.5,1581.0
45,47,13,2024-03-08 07:31:00,2.78,12.9,43.39,0,Card,7,Friday,3,5.1,19951,Medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.793014218845944,1.3297240096314962,3.591656999213594,-0.6045873665160618,-0.5249718057821179,-0.28442815927408654,0.05192278954908324,0.07405624559796771,0.24460431654676265,1,15.60791366906475,0,Riya Khan,39.0,Other,2022-09-29,3.85,3.0,2.0,False,False,False,True,13.0,High,7.716923076923076,108.08538461538461,0.0,1426.0
48,284,2,2024-05-20 22:35:00,3.61,17.6,60.17,0,UPI,22,Monday,5,7.59,15568,High,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,4.113656873254474,1.5282278570085572,4.1952353926806065,-0.3692717197509205,-0.3702964155464819,0.05549278232342076,0.08924866891013544,0.10161978095505883,0.341212744090442,0,16.667590027700832,0,William Lewis,42.0,Male,2022-05-09,4.04,15.0,1.0,True,False,False,False,4.0,Low,6.3125,107.705,0.25,1569.0
49,294,8,2024-06-22 09:38:00,10.45,21.2,139.56,0,Card,9,Saturday,6,2.64,5810,Low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,4.945634443878841,2.4379897300002487,4.604345773288535,0.7440601751647273,0.9043778847086384,0.3158577588661921,0.2658459014771161,0.3287698795604844,0.4152106885919836,1,13.355023923444977,0,Aadhya Davis,56.0,Female,2023-04-21,4.36,5.0,0.0,False,False,False,True,5.0,Medium,8.24,110.918,0.0,1222.0
50,258,5,2024-02-13 19:02:00,2.59,18.2,57.84,0,Cash,19,Tuesday,2,6.41,18139,Medium,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,4.074821895733237,1.2781522025001875,4.266145801540309,-0.40194665759137216,-0.560379425233649,0.09888694508054918,0.0840657547914673,0.06774652063670589,0.35354573484069896,1,22.332046332046335,0,Olivia Iyer,37.0,Other,2024-01-23,5.0,2.0,2.0,False,True,False,False,10.0,High,5.574,84.4032,0.3,945.0
51,498,7,2024-03-11 04:03:00,3.04,10.1,63.1,0,UPI,4,Monday,3,8.49,6489,High,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0,4.160444363926624,1.3962446919730587,3.1780497164141406,-0.3281826348270907,-0.47651927390107524,-0.48693425214068664,0.09576623902502715,0.08269060607127336,0.18705035971223025,0,20.75657894736842,0,Aarav Brown,32.07032967032967,Other,2024-01-15,5.0,7.0,2.0,True,False,False,False,6.0,Medium,6.741666666666667,102.10000000000001,0.0,953.0
52,104,5,2024-08-04 15:36:00,7.74,27.8,139.55,0,Card,15,Sunday,8,6.41,18139,Medium,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,4.945563297352541,2.167910189667444,5.272570530585627,0.7439199393800044,0.3993534177946947,0.7931935491946066,0.2658236572105124,0.2387732761656448,0.5508735868448099,0,18.029715762273902,0,Myra Lewis,53.0,Female,2022-11-27,4.62,9.0,0.0,True,False,False,False,8.0,High,5.07875,92.21625,0.0,1367.0
53,45,13,2024-07-21 13:35:00,30.662247549060154,22.7,469.60194366197294,0,UPI,13,Sunday,7,5.1,19951,Medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,6.154012606463171,3.455125042111962,4.764451699828638,5.372429271257785,4.671049303010031,0.42434316575901354,0.9999999999999999,1.0,0.4460431654676259,0,15.31531382070415,0,Emma Smith,31.0,Male,2022-09-29,3.72,10.0,1.0,False,True,False,False,5.0,Low,11.656449509812031,184.29838873239459,0.0,1426.0
54,470,1,2024-08-14 20:21:00,13.59,48.0,195.33,0,Cash,20,Wednesday,8,4.37,23841,Medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,5.279796916910658,2.6803363625346943,6.928203230275509,1.5261551465647234,1.489535385118153,2.2541303620179356,0.389902176326096,0.43304638681502194,0.9660842754367935,1,14.373068432671083,0,Sophia Khan,25.0,Male,2022-04-13,5.0,13.0,1.0,True,False,False,False,5.0,Medium,5.21,83.674,0.0,1595.0
55,76,4,2024-02-08 11:03:00,14.12,45.8,138.66,0,Wallet,11,Thursday,2,1.52,21855,Low,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,4.939210897417889,2.716018370751387,6.767569726275452,0.73143895453966,1.5883040077987394,2.0950184319084637,0.26384391748278074,0.4506471985490681,0.920863309352518,0,9.820113314447593,0,James Lewis,29.0,Male,2024-01-06,5.0,13.0,1.0,False,False,True,False,8.0,High,7.29,99.055,0.125,962.0
